date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:45	145720/145720	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Oct%202023%2005:46:52%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/carousel-boy-blacktshirt-bg.jpeg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/carousel-boy-blacktshirt-bg.jpg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:47	132607/132607	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Oct%202023%2005:46:52%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/carousel-kids-bg.jpeg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/carousel-kids-bg.jpg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:47	119105/119105	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:52%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/drops-danglers-category.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/drops-danglers-category.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:47	133070/133070	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:48:28%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/all-earings-category.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/all-earings-category.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:49	246388/246388	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Oct%202023%2005:46:52%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/carousel-necklace-portrait-bg.jpeg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/carousel-necklace-portrait-bg.jpg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:49	117796/117796	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:53%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/studs-category.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/studs-category.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:50	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:48%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/product-page.html	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/product-page.1f.delayed	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:51	135381/135381	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:53%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/hoops-and-huggies-category.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/hoops-and-huggies-category.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:52	400381/400381	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:48:29%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/front-and-back-category.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/front-and-back-category.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:53	201349/201349	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:53%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/showcase-slide-image.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/showcase-slide-image.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
